InvoiceNo,CustomerID,Date,ProductCategory,Quantity,UnitPrice,DiscountApplied,ReviewRating,IsFirstPurchase,MarketingChannel,Country,TimeOnSite,ShippingCost,ItemsInCart,PreviousSpending,BrowsingSessions,TotalAmount,,,,,,
INV104467,CUST1975,3/22/2023,Sports,9,49.25,37.7,3,1,Referral,USA,413.5,7.67,9,0,2,283.81,,,,,,
INV103953,CUST1991,3/22/2023,Electronics,5,126.25,30.8,5,0,Referral,USA,170.4,9.39,5,245.34,4,446.22,,,,,,
INV106188,CUST1852,3/22/2023,Electronics,7,162.97,52,3,0,Organic,France,155.9,6.08,8,363.71,4,553.66,,,,,,
INV107890,CUST1158,3/22/2023,Beauty,5,17.81,0,2,0,Email,USA,214.4,10.88,7,264.66,3,99.93,,,,,,
INV107029,CUST1639,3/22/2023,Toys,7,26.16,27.1,4,0,Organic,USA,390.8,3.91,8,61.55,2,137.4,,,,,,
INV100370,CUST1143,3/22/2023,Clothing,5,25.64,0,4,1,Email,USA,275.8,4.65,5,0,1,132.85,,,,,,
INV106631,CUST1419,3/22/2023,Sports,11,62.73,44.1,3,0,Referral,USA,347.3,8.08,11,445.52,1,393.81,,,,,,
INV105546,CUST1828,3/22/2023,Electronics,8,105.07,7.3,4,0,Organic,UK,267.1,6.55,9,298.66,2,785.75,,,,,,
INV104497,CUST1075,3/22/2023,Clothing,4,25.79,0,3,0,Email,UK,220.5,7.14,7,170.21,6,110.3,,,,,,
INV101720,CUST1470,3/22/2023,Electronics,8,114.88,38.6,2,0,Email,USA,319.1,8.06,9,326.06,3,572.35,,,,,,
INV101033,CUST1636,3/22/2023,Electronics,7,145.95,49.5,3,0,Email,France,289.8,13.62,8,292.08,6,529.55,,,,,,
INV102747,CUST1113,3/22/2023,Electronics,10,80.54,0,2,0,Email,USA,85.6,8.78,12,541.39,1,814.18,,,,,,
INV106741,CUST1821,3/22/2023,Home,10,70.2,42.2,3,0,Ads,UK,355.6,13.94,11,244.29,4,419.7,,,,,,
INV103785,CUST1293,3/22/2023,Toys,5,36.05,48.6,3,1,Referral,UK,313.4,6.29,8,0,2,98.94,,,,,,
INV108185,CUST1588,3/22/2023,Toys,8,19.3,0,3,0,Organic,USA,197.3,10.01,9,576.49,5,164.41,,,,,,
INV101960,CUST1062,3/22/2023,Electronics,4,109.4,31.3,2,1,Social,Canada,200.7,1.09,6,0,1,301.72,,,,,,
INV100875,CUST1928,3/22/2023,Clothing,9,33.59,0,4,0,Organic,USA,323.7,16.53,10,216.33,1,318.84,,,,,,
INV104833,CUST1824,3/22/2023,Electronics,2,73.66,19.1,4,1,Ads,USA,159.5,5.83,2,0,4,125.01,,,,,,
INV100179,CUST1163,3/22/2023,Clothing,4,29.81,0,4,1,Organic,USA,199.4,9.85,4,0,1,129.09,,,,,,
INV105318,CUST1183,3/23/2023,Electronics,7,66.91,0,4,0,Referral,USA,267.9,10.68,8,267.65,3,479.05,,,,,,
INV104568,CUST1025,3/23/2023,Beauty,5,21.01,0,4,0,Organic,France,131.5,13.6,5,268.18,5,118.65,,,,,,
INV104613,CUST1249,3/23/2023,Clothing,9,40.1,21.8,4,0,Email,UK,274.4,18.53,9,295.34,3,300.75,,,,,,
INV105271,CUST1690,3/23/2023,Sports,7,64.73,34.9,4,0,Organic,USA,,9.17,7,298.85,2,304.14,,,,,,
INV108424,CUST1026,3/23/2023,Clothing,10,45.7,22.5,,0,nan,USA,378.3,7.96,12,390.05,2,362.14,,,,,,
INV102641,CUST1428,3/23/2023,Toys,6,21.47,0,,0,Ads,Australia,170.3,20.69,7,404.04,3,149.51,,,,,,
INV106068,CUST1535,3/23/2023,Electronics,8,98.23,0,4,1,Email,USA,508.2,0.91,8,0,2,786.75,,,,,,
INV108871,CUST1852,3/23/2023,Home,9,77.81,35.7,4,0,Ads,USA,348.9,13.19,10,294.5,4,463.48,,,,,,
INV106128,CUST1837,3/23/2023,Sports,8,61.12,37.1,4,0,Email,Canada,266.9,6.2,9,353.01,3,313.76,,,,,,
INV100400,CUST1218,3/23/2023,Electronics,7,89.65,0,2,0,Email,UK,348.8,20.09,7,129.56,1,647.64,,,,,,
INV101697,CUST1543,3/23/2023,Clothing,12,38.53,29.7,4,0,Referral,USA,479.1,11.32,12,471.52,1,336.36,,,,,,
INV101764,CUST1008,3/23/2023,Home,9,36.89,0,5,0,Social,Germany,393.4,1.72,10,319.48,1,333.73,,,,,,
INV108206,CUST1033,3/23/2023,Home,6,53.81,39.2,,0,Organic,USA,137.5,11.63,7,272.26,3,207.93,,,,,,
INV104856,CUST1985,3/23/2023,Toys,7,17.45,24.3,5,0,Ads,USA,118.8,12.58,8,439.91,1,105.05,,,,,,
INV101705,CUST1080,3/23/2023,Sports,13,39.13,0,5,0,Organic,Germany,457,4.48,13,472.8,3,513.17,,,,,,
INV106495,CUST1913,3/23/2023,Electronics,11,84.73,0,3,0,Organic,UK,512.6,0,12,172.22,7,932.03,,,,,,
INV109036,CUST1177,3/23/2023,Electronics,8,78.25,0,,0,Referral,USA,240.2,7.05,8,338.9,2,633.05,,,,,,
INV105950,CUST1676,3/23/2023,Home,6,35.33,0,,1,Organic,USA,297.7,5.15,9,0,3,217.13,,,,,,
INV107292,CUST1171,3/23/2023,Toys,9,33.12,32.4,5,0,Social,USA,302.1,7.89,9,385.29,4,209.39,,,,,,
INV107768,CUST1813,3/23/2023,Clothing,8,33.42,0,3,0,Email,UK,306.4,10.01,10,394.4,3,277.37,,,,,,
INV106835,CUST1412,3/23/2023,Toys,7,32.13,44.1,2,1,nan,USA,396.7,15.54,8,0,1,141.26,,,,,,
INV109027,CUST1582,3/23/2023,Electronics,10,181.24,50.4,4,0,Email,UK,340.6,10.88,12,317.72,2,909.83,,,,,,
INV107906,CUST1208,3/23/2023,Clothing,5,27.14,23.5,4,0,Email,UK,114.3,18.46,6,373.79,2,122.27,,,,,,
INV100812,CUST1250,3/23/2023,Toys,5,34.89,35,3,1,Organic,Germany,372.8,4,6,0,5,117.39,,,,,,
INV103944,CUST1878,3/23/2023,Electronics,6,101.04,38.2,,0,Email,USA,76.4,10.09,8,247.44,2,384.75,,,,,,
INV102366,CUST1543,3/24/2023,Electronics,15,122.94,39.9,4,0,Organic,UK,605.4,9.88,16,371.79,4,1118.18,,,,,,
INV106219,CUST1485,3/24/2023,Home,2,48.33,34.8,3,1,Email,Germany,192.9,13.6,3,0,6,76.62,,,,,,
INV101947,CUST1454,3/24/2023,Clothing,5,27.32,0,2,1,Organic,USA,264.6,18.6,7,0,4,155.2,,,,,,
INV106965,CUST1566,3/24/2023,Electronics,7,131.22,39.9,5,0,Referral,USA,229.7,14.77,7,297.29,2,566.81,,,,,,
INV107068,CUST1827,3/24/2023,Toys,8,15.65,0,3,0,Organic,USA,270.5,11.14,11,395.51,4,136.34,,,,,,
INV101758,CUST1302,3/24/2023,Sports,9,32.57,6.6,,0,Ads,Canada,222.8,11.2,9,370.85,1,284.98,,,,,,
INV102900,CUST1313,3/24/2023,Home,9,65.4,30.9,,0,Organic,UK,507.8,17.25,10,45.67,2,423.97,,,,,,
INV100946,CUST1873,3/24/2023,Clothing,8,38.98,24.3,1,0,Ads,Australia,316,10.52,10,218.95,4,246.58,,,,,,
INV103198,CUST1326,3/24/2023,Sports,5,24.13,0,5,0,Organic,Australia,84.8,9.4,9,334.4,5,130.05,,,,,,
INV100665,CUST1233,3/24/2023,Electronics,12,252.16,29.4,3,1,Referral,USA,137.2,10.81,6,0,2,2147.11,,,,,,
INV102455,CUST1829,3/24/2023,Beauty,8,22.26,19.7,,0,Ads,UK,301.6,8.99,11,299.68,4,151.99,,,,,,
INV103523,CUST1483,3/24/2023,Home,5,64.14,53.1,4,0,Social,UK,,5.52,9,204.16,3,155.93,,,,,,
INV103535,CUST1957,3/24/2023,Home,10,66.4,28.8,5,0,Social,UK,,6.89,11,245.98,5,479.66,,,,,,
INV108359,CUST1889,3/24/2023,Clothing,5,28.28,12.1,,0,Organic,USA,201.6,15.51,5,378.23,3,139.8,,,,,,
INV108970,CUST1762,3/24/2023,Clothing,12,37.97,27.6,4,0,Email,UK,340.8,21.11,13,433.65,4,350.99,,,,,,
INV108603,CUST1154,3/24/2023,Electronics,3,110.88,27.4,,0,Email,France,,15.36,3,246.42,4,256.86,,,,,,
INV103033,CUST1142,3/24/2023,Clothing,30,117.6,13.1,5,0,Organic,Germany,235.7,17.96,6,201.28,1,3083.79,,,,,,
INV108748,CUST1197,3/24/2023,Electronics,12,115.73,13.1,5,0,Email,USA,362,11.41,13,499.17,3,1218.24,,,,,,
INV103851,CUST1429,3/24/2023,Clothing,7,20.85,0,4,0,Email,USA,162.8,18.17,8,364.22,5,164.12,,,,,,
INV108161,CUST1109,3/24/2023,Clothing,14,51.64,44.9,,0,Referral,USA,601.3,12.09,14,332.95,4,410.44,,,,,,
INV103760,CUST1826,3/24/2023,Home,9,70.27,40.4,4,0,Organic,USA,392.5,12.9,9,289.08,3,389.83,,,,,,
INV104896,CUST1767,3/24/2023,Sports,4,28.02,0,,0,Referral,Australia,196.4,11.01,4,195.63,4,123.09,,,,,,
INV104798,CUST1769,3/24/2023,Clothing,13,33.15,11.7,3,0,nan,UK,459,12.4,13,469.69,2,392.93,,,,,,
INV103872,CUST1045,3/25/2023,Electronics,8,157.17,52.2,,0,Organic,USA,436.6,15.78,11,159.17,1,616.8,,,,,,
INV108419,CUST1959,3/25/2023,Sports,6,55.95,30.1,5,1,Ads,France,345.9,3.46,6,0,5,238.11,,,,,,
INV105684,CUST1829,3/25/2023,Electronics,6,110.79,31.1,3,0,Ads,France,264.9,1.06,6,266.44,4,459.07,,,,,,
INV101253,CUST1055,3/25/2023,Home,6,77.52,41.4,,0,Social,France,,9.26,6,315.8,3,281.82,,,,,,
INV105655,CUST1816,3/25/2023,Home,8,49.84,0,3,0,Email,Germany,339.6,10.06,10,184.81,2,408.78,,,,,,
INV102580,CUST1756,3/25/2023,Home,11,40.75,0,3,0,Email,USA,336.5,9.28,12,267.35,5,457.53,,,,,,
INV100123,CUST1224,3/25/2023,Home,6,59.69,30.9,,0,Email,UK,235.4,12.7,6,171.35,3,260.17,,,,,,
INV100997,CUST1216,3/25/2023,Home,6,66.27,21.6,,1,Ads,UK,,16.91,7,0,5,328.64,,,,,,
INV108895,CUST1854,3/25/2023,Home,8,91.53,29.5,,1,Ads,France,519.2,9.24,8,0,6,525.47,,,,,,
INV101749,CUST1494,3/25/2023,Sports,5,41.04,43.6,1,0,Email,USA,30,8.99,6,254.96,5,124.72,,,,,,
INV102894,CUST1328,3/25/2023,Beauty,11,30.86,26.2,3,0,Organic,USA,354.3,1.65,11,428.96,4,252.17,,,,,,
INV105167,CUST1550,3/25/2023,Home,4,55.47,16.5,3,1,Organic,Australia,109.8,7.05,5,0,1,192.32,,,,,,
INV100703,CUST1321,3/25/2023,Clothing,6,40.59,19.8,4,1,Email,UK,271.1,7.17,7,0,4,202.49,,,,,,
INV105182,CUST1400,3/25/2023,Home,9,33.31,0,3,0,Organic,Germany,264.4,9.33,9,285.55,2,309.12,,,,,,
INV103929,CUST1326,3/25/2023,Clothing,5,36.62,46.4,4,0,Referral,USA,257.8,12.91,5,0,1,111.05,,,,,,
INV102476,CUST1176,3/25/2023,Clothing,5,24.31,7.4,,0,Ads,USA,311.1,10.69,6,72.18,3,123.25,,,,,,
INV107151,CUST1773,3/25/2023,Electronics,2,124.42,48,5,0,Ads,USA,30,13.16,2,157.45,4,142.56,,,,,,
INV106169,CUST1057,3/25/2023,Electronics,7,79.91,0,,0,Social,USA,221.7,5.7,7,408.55,4,565.07,,,,,,
INV104407,CUST1006,3/26/2023,Electronics,5,122.06,34.9,,0,Ads,France,174.6,10.14,6,263.83,4,407.45,,,,,,
INV101221,CUST1760,3/26/2023,Electronics,9,94.71,40.8,3,0,nan,Germany,269.3,14.39,9,310.18,1,519,,,,,,
INV107804,CUST1487,3/26/2023,Beauty,8,30.03,0,5,1,Referral,USA,325.1,11.6,8,0,4,251.84,,,,,,
INV109219,CUST1561,3/26/2023,Sports,5,34.04,0,1,1,Referral,USA,261.7,6.49,6,0,2,176.69,,,,,,
INV106224,CUST1167,3/26/2023,Sports,12,49.32,22.2,5,0,Email,USA,460,6.62,13,294.39,6,467.07,,,,,,
INV101365,CUST1202,3/26/2023,Toys,7,25.25,0,5,1,nan,USA,462.5,6.37,8,0,3,183.12,,,,,,
INV104976,CUST1095,3/26/2023,Sports,3,23.51,0,1,0,Social,USA,30,15.16,4,265.64,4,85.69,,,,,,
INV107918,CUST1314,3/26/2023,Clothing,7,22.62,0,2,1,Email,Germany,418.1,12.66,7,0,2,171,,,,,,
INV106142,CUST1137,3/26/2023,Sports,10,35.01,0,3,0,Referral,Germany,470,7.75,11,236.65,1,357.85,,,,,,
INV109268,CUST1726,3/26/2023,Home,6,66.14,40.7,4,0,Ads,Germany,30,14.97,7,533.34,1,250.3,,,,,,
INV105707,CUST1133,3/26/2023,Beauty,12,35.41,50.5,4,0,Organic,USA,341.5,0,12,457.59,4,210.34,,,,,,
INV108451,CUST1029,3/26/2023,Clothing,7,15.66,0,1,0,Ads,USA,128.3,9.22,8,328.94,2,118.84,,,,,,
INV106027,CUST1171,3/26/2023,Home,6,55.47,42.7,4,1,Email,UK,,18.39,7,0,3,209.1,,,,,,
INV107064,CUST1292,3/26/2023,Sports,8,60,35.5,3,0,Ads,USA,280.9,9.04,8,403.99,1,318.64,,,,,,
INV107572,CUST1669,3/26/2023,Home,6,23.55,0,3,0,Social,UK,258.9,7.01,6,171.33,3,148.31,,,,,,
INV108746,CUST1449,3/26/2023,Electronics,6,124.89,36.6,3,0,Social,Germany,275.9,14.44,7,278.83,6,489.52,,,,,,
INV100181,CUST1696,3/27/2023,Electronics,6,126.95,38.9,2,0,Organic,UK,240.5,9.44,7,214.12,4,474.84,,,,,,
INV105535,CUST1066,3/27/2023,Beauty,6,32.36,40.2,4,0,Ads,USA,229.6,12.27,7,298.33,4,128.38,,,,,,
INV101156,CUST1332,3/27/2023,Clothing,2,31.37,33.3,4,1,Organic,UK,195.1,11.4,3,0,4,53.25,,,,,,
INV101868,CUST1549,3/27/2023,Clothing,4,31.78,26.1,,1,Organic,UK,193.8,12.59,5,0,2,106.53,,,,,,
INV106596,CUST1308,3/27/2023,Clothing,5,42.05,53.8,4,0,Email,UK,162.6,7.17,8,207.25,5,104.31,,,,,,
INV103328,CUST1402,3/27/2023,Clothing,7,36.45,26.3,5,0,Ads,USA,,6.59,7,287.92,2,194.64,,,,,,
INV104210,CUST1878,3/27/2023,Clothing,9,26.68,0,,0,Email,UK,333.6,9.46,10,169.78,4,249.58,,,,,,
INV107502,CUST1323,3/27/2023,Sports,9,54.2,39.6,5,0,Ads,UK,228.9,7.39,9,460.51,1,302.02,,,,,,
INV104034,CUST1100,3/27/2023,Clothing,9,41.94,41.4,4,0,Ads,UK,305.5,3.47,11,267.91,1,224.66,,,,,,
INV103788,CUST1787,3/27/2023,Clothing,9,38.68,38.2,5,0,Organic,UK,376,2.8,11,333.51,3,217.94,,,,,,
INV104086,CUST1750,3/27/2023,Sports,9,57.66,18.9,1,0,Ads,France,370.3,11.18,10,222.42,2,432.04,,,,,,
INV103525,CUST1697,3/27/2023,Electronics,8,94.63,0,2,1,Referral,USA,395.1,4,10,0,2,761.04,,,,,,
INV102115,CUST1747,3/27/2023,Beauty,5,34.89,45.3,4,1,Organic,USA,352.9,3.55,5,0,2,98.97,,,,,,
INV104247,CUST1840,3/28/2023,Home,11,85.16,53.3,4,0,Organic,France,320.2,19.91,12,422.82,6,457.38,,,,,,
INV106260,CUST1933,3/28/2023,Electronics,8,104.11,0,2,0,Referral,USA,,2.85,8,273.83,2,835.73,,,,,,
INV104634,CUST1755,3/28/2023,Home,4,79.26,42.4,4,1,Organic,UK,300.9,18.62,4,0,4,201.24,,,,,,
INV101693,CUST1383,3/28/2023,Home,8,43.3,0,5,0,Email,USA,253.3,18.42,9,339.21,3,364.82,,,,,,
INV104630,CUST1673,3/28/2023,Electronics,4,112.71,11.7,,1,Organic,UK,282.8,14.17,7,0,3,412.26,,,,,,
INV100588,CUST1378,3/28/2023,Beauty,7,23.2,0,1,0,Organic,USA,307.6,3.6,7,127.69,4,166,,,,,,
INV102156,CUST1888,3/28/2023,Toys,4,18.82,0,3,0,Email,USA,139.3,6.97,6,287.25,1,82.25,,,,,,
INV107214,CUST1188,3/28/2023,Toys,5,18.96,0,,0,Ads,USA,128.2,19.29,5,383.54,4,114.09,,,,,,
INV103078,CUST1601,3/28/2023,Clothing,5,45.2,52.9,5,1,Organic,USA,276.9,11.21,6,0,3,117.66,,,,,,
INV108181,CUST1504,3/28/2023,Beauty,12,17.24,0,5,0,Ads,UK,457,8.77,15,402.02,3,215.65,,,,,,
INV109069,CUST1788,3/28/2023,Clothing,4,23.21,0,4,1,Referral,UK,231.1,9.55,8,0,3,102.39,,,,,,
INV107884,CUST1704,3/28/2023,Clothing,6,32.88,0,2,0,Email,USA,200.4,9.02,7,247.41,3,206.3,,,,,,
INV106104,CUST1282,3/28/2023,Clothing,10,52.1,42.5,2,0,Ads,Canada,363,14.19,11,259.62,3,313.76,,,,,,
INV108767,CUST1580,3/28/2023,Clothing,10,25.18,0,3,0,Social,France,516.4,2.47,14,341.02,3,254.27,,,,,,
INV109410,CUST1192,3/28/2023,Clothing,12,54.09,40.8,1,0,Referral,UK,419.9,14.46,12,484.56,1,398.72,,,,,,
INV105295,CUST1822,3/28/2023,Beauty,6,24.48,0,3,0,Email,Germany,118.5,13.23,8,306.61,2,160.11,,,,,,
INV108796,CUST1388,3/29/2023,Electronics,10,79.2,0,4,0,Referral,USA,178.3,19.38,12,528.28,2,811.38,,,,,,
INV108045,CUST1231,3/29/2023,Home,5,33.1,0,5,0,Ads,USA,153.1,5.3,9,104.63,1,170.8,,,,,,
INV100589,CUST1596,3/29/2023,Electronics,9,80.26,0,4,0,Referral,France,241.9,9.89,9,470.1,1,732.23,,,,,,
INV101723,CUST1009,3/29/2023,Sports,8,44.18,28.2,3,0,Ads,USA,269.3,10.68,8,245.77,3,264.45,,,,,,
INV108792,CUST1000,3/29/2023,Clothing,8,51.74,33.4,4,0,Organic,USA,233.9,13.26,8,420.12,6,288.93,,,,,,
INV104466,CUST1027,3/29/2023,Toys,5,28.75,50.5,5,0,Email,Germany,43.2,16.07,6,291.65,5,87.23,,,,,,
INV109016,CUST1375,3/29/2023,Home,5,36.3,0,,1,Social,UK,259.2,0,8,0,1,181.5,,,,,,
INV101592,CUST1392,3/29/2023,Electronics,5,90.27,16,,0,Ads,UK,59.8,10.98,7,454.67,3,390.11,,,,,,
INV108271,CUST1876,3/29/2023,Beauty,5,22.82,0,5,1,Organic,USA,350.2,2.66,6,0,3,116.76,,,,,,
INV100430,CUST1593,3/29/2023,Beauty,3,29.03,20.2,4,1,Email,USA,149.8,10.96,4,0,1,80.46,,,,,,
INV104378,CUST1142,3/29/2023,Home,5,43.46,0,4,0,Organic,France,169.9,11.07,7,229.59,2,228.37,,,,,,
INV107121,CUST1948,3/29/2023,Beauty,8,30.2,0,2,0,Ads,USA,348.1,5.27,8,189.18,5,246.87,,,,,,
INV106158,CUST1216,3/29/2023,Electronics,4,136.46,51.1,2,0,Email,UK,140,1.8,5,273.8,2,268.72,,,,,,
INV100040,CUST1825,3/29/2023,Electronics,9,77.68,11.8,3,0,Email,France,347.9,9.06,12,330.34,5,625.68,,,,,,
INV100066,CUST1996,3/29/2023,Home,12,39.95,0,2,0,Organic,Canada,432.6,5.57,12,351.13,4,484.97,,,,,,
INV104730,CUST1054,3/30/2023,Electronics,8,114.07,29,3,0,Email,USA,242.2,12.73,9,334.66,4,660.65,,,,,,
INV102994,CUST1125,3/30/2023,Electronics,8,93.43,5.4,4,0,Social,UK,280.9,4.34,9,226.64,4,711.42,,,,,,
INV100333,CUST1903,3/30/2023,Toys,7,19.91,0,,1,Ads,USA,336.8,11.41,9,0,3,150.78,,,,,,
INV105816,CUST1746,3/30/2023,Electronics,10,119.72,46.1,2,0,Organic,UK,360.1,0,11,340.35,1,645.29,,,,,,
INV107426,CUST1550,3/30/2023,Electronics,6,113.03,24.3,4,0,Social,USA,296.4,4.66,9,195.59,4,518.04,,,,,,
INV107834,CUST1044,3/30/2023,Electronics,20,296.74,39.3,4,1,Email,Germany,251.5,7.05,5,0,1,3609.47,,,,,,
INV106216,CUST1181,3/30/2023,Electronics,4,137.77,39.4,1,0,Email,USA,47.2,20.11,6,263.14,3,354.06,,,,,,
INV108320,CUST1570,3/30/2023,Beauty,3,22.6,33.3,3,1,Referral,UK,152.4,14.36,4,0,1,59.58,,,,,,
INV101836,CUST1966,3/30/2023,Clothing,3,24.23,0,2,1,Organic,USA,42.7,8.39,3,0,2,81.08,,,,,,
INV105602,CUST1813,3/30/2023,Electronics,8,123.08,15.8,3,1,Ads,UK,480.5,3.9,8,0,4,832.97,,,,,,
INV109259,CUST1019,3/30/2023,Home,7,32.92,0,2,0,Email,Germany,159.6,21.44,7,361.25,7,251.88,,,,,,
INV107994,CUST1953,3/30/2023,Clothing,13,44.5,38.7,,0,Organic,Germany,443.7,10.84,16,337.9,3,365.46,,,,,,
INV108822,CUST1627,3/30/2023,Beauty,8,25.82,21.1,3,0,Ads,Germany,177.9,12.34,9,246.54,3,175.32,,,,,,
INV106477,CUST1132,3/30/2023,Beauty,12,19.71,0,3,0,Email,Canada,413.8,7.85,13,393.46,6,244.37,,,,,,
INV100726,CUST1686,3/30/2023,Home,6,45.52,30.6,3,0,nan,Canada,184.8,12.84,6,196.27,4,202.39,,,,,,
INV102086,CUST1543,3/30/2023,Clothing,9,27.95,0,3,0,Organic,USA,295.8,8.05,12,99.56,2,259.6,,,,,,
INV108426,CUST1406,3/30/2023,Electronics,11,128.07,28.2,5,0,Email,Germany,384.1,8.44,11,383.41,6,1019.94,,,,,,
INV103215,CUST1985,3/31/2023,Electronics,4,127.65,15.2,4,1,Organic,UK,230.9,5.9,5,0,5,438.89,,,,,,
INV100021,CUST1238,3/31/2023,Home,8,38.63,0,3,0,Organic,USA,418.9,8.59,10,185.13,4,317.63,,,,,,
INV106842,CUST1586,3/31/2023,Beauty,7,15.94,0,4,0,Organic,Germany,293,9.11,7,152.94,1,120.69,,,,,,
INV103097,CUST1726,3/31/2023,Clothing,12,22.73,0,4,0,Organic,USA,250.4,4.77,14,459.54,4,277.53,,,,,,
INV102334,CUST1175,3/31/2023,Clothing,5,25.58,0,3,0,nan,Germany,191.2,19.13,6,274.46,1,147.03,,,,,,
INV106160,CUST1843,3/31/2023,Clothing,7,21.17,18.4,5,0,Organic,Germany,196,8.65,8,379.08,1,129.57,,,,,,
INV102359,CUST1341,3/31/2023,Beauty,4,26.08,31,2,0,Social,Australia,39.2,12.47,6,191.29,1,84.45,,,,,,
INV102505,CUST1694,3/31/2023,Sports,9,41.9,45.4,,0,Organic,Germany,372.4,2.12,10,316.27,4,208.02,,,,,,
INV104463,CUST1698,3/31/2023,Electronics,9,85.51,15.7,3,0,Email,Canada,418,12.97,9,169.85,2,661.73,,,,,,
INV109155,CUST1423,3/31/2023,Home,6,52.91,30.2,4,0,Email,USA,204.9,16.55,8,349.55,5,238.14,,,,,,
INV106226,CUST1915,3/31/2023,Clothing,8,26.16,0,4,0,Email,UK,201.7,9.26,9,251.15,5,218.54,,,,,,
INV103600,CUST1871,3/31/2023,Electronics,9,92.9,0,4,0,Social,USA,402.8,7.98,12,252.2,1,844.08,,,,,,
INV103837,CUST1253,3/31/2023,Clothing,7,28.21,0,5,1,Organic,USA,395.1,9.96,7,0,3,207.43,,,,,,
INV108809,CUST1064,3/31/2023,Clothing,10,31.77,9.6,5,0,Organic,USA,374.4,2.18,10,325.33,5,289.38,,,,,,
INV101119,CUST1751,3/31/2023,Electronics,7,62.3,0,2,1,Referral,USA,381,9.59,8,0,2,445.69,,,,,,
INV106606,CUST1140,3/31/2023,Clothing,7,26.72,0,4,0,Social,USA,134.9,15.52,9,380.86,2,202.56,,,,,,
INV106121,CUST1486,3/31/2023,Beauty,5,25.89,49,4,1,Referral,UK,197.6,6.27,6,0,4,72.29,,,,,,
INV102764,CUST1361,3/31/2023,Beauty,5,30.56,44.3,4,1,Organic,Germany,260.1,14.8,6,0,1,99.91,,,,,,
INV103588,CUST1109,3/31/2023,Home,8,49.03,6.8,3,0,Organic,Australia,271.9,8.33,10,262.24,5,373.9,,,,,,
INV106740,CUST1494,4/1/2023,Clothing,9,35.04,8.6,,0,Ads,UK,409.1,7.21,9,162.99,2,295.45,,,,,,
INV104049,CUST1226,4/1/2023,Electronics,10,98.58,14.2,2,0,Email,France,,10.23,10,248.42,3,856.05,,,,,,
INV108657,CUST1533,4/1/2023,Electronics,8,163.48,43.7,5,0,Organic,USA,401.2,20.09,8,264.44,2,756.4,,,,,,
INV104781,CUST1556,4/1/2023,Home,4,45.25,12.4,3,0,Email,USA,73.8,11.14,5,246.42,4,169.7,,,,,,
INV106826,CUST1338,4/1/2023,Electronics,2,111.89,27.1,4,0,Ads,UK,30.4,17.13,3,236.04,4,180.27,,,,,,
INV101980,CUST1341,4/1/2023,Home,6,54.01,44.3,4,0,Social,Australia,241.7,10.9,7,174.04,3,191.4,,,,,,
INV104880,CUST1145,4/1/2023,Sports,9,36.19,0,2,0,Social,USA,296,7.89,9,388.66,1,333.6,,,,,,
INV100606,CUST1698,4/1/2023,Clothing,4,35.84,28.8,5,0,Organic,USA,30,6.63,5,254.19,1,108.7,,,,,,
INV108422,CUST1561,4/1/2023,Home,6,47.76,8.9,,0,Organic,France,227.1,10.49,6,254.41,4,271.55,,,,,,
INV108430,CUST1106,4/1/2023,Beauty,9,19.98,0,1,0,Ads,USA,336,10.11,9,334.82,1,189.93,,,,,,
INV106912,CUST1718,4/1/2023,Home,9,76.99,37.2,,1,Organic,Canada,548.3,9.84,9,0,4,444.99,,,,,,
INV100830,CUST1151,4/1/2023,Home,3,51.68,8.9,,1,Email,USA,197.8,13.63,5,0,1,154.87,,,,,,
INV103040,CUST1586,4/1/2023,Electronics,6,118.54,17.1,4,1,Ads,USA,332.8,9.29,7,0,2,598.91,,,,,,
INV104907,CUST1002,4/1/2023,Home,7,30.12,0,2,0,Organic,USA,185.7,9.8,7,226.09,2,220.64,,,,,,
INV108097,CUST1264,4/1/2023,Electronics,11,100.79,0,1,0,Referral,USA,325,9.33,12,316.17,4,1118.02,,,,,,
INV107436,CUST1352,4/1/2023,Electronics,5,84.33,0,4,0,nan,UK,,15.06,8,173.69,1,436.71,,,,,,
INV103576,CUST1959,4/1/2023,Beauty,4,17.54,0,,1,Social,Germany,227,14.89,5,0,2,85.05,,,,,,
INV102130,CUST1851,4/1/2023,Sports,5,40.95,0,3,1,Referral,USA,217.8,10.17,8,0,7,214.92,,,,,,
INV108996,CUST1841,4/2/2023,Toys,9,28.2,39.6,5,1,Social,USA,503.4,5.97,9,0,3,159.27,,,,,,
INV103824,CUST1003,4/2/2023,Home,6,53.22,0,4,1,Organic,USA,377.3,10.23,7,0,5,329.55,,,,,,
INV105052,CUST1218,4/2/2023,Beauty,5,22.43,0,3,0,Organic,UK,236.2,15.92,5,309.54,3,128.07,,,,,,
INV107746,CUST1652,4/2/2023,Electronics,9,97.61,8.6,5,0,Organic,UK,259.3,7.3,9,331.13,5,810.24,,,,,,
INV103221,CUST1956,4/2/2023,Electronics,10,128.88,28.7,4,0,Social,UK,368.3,9.28,13,410.53,3,928.19,,,,,,
INV103119,CUST1514,4/2/2023,Home,8,54.58,47.5,,0,Organic,France,244.7,2.35,8,237.64,2,231.59,,,,,,
INV104649,CUST1828,4/2/2023,Electronics,6,87.09,0,2,0,Ads,Canada,220.4,9.36,6,119.11,6,531.9,,,,,,
